,movie_name,avg_rating,year
631,She's the One (1996),3.08,1996
632,"Time to Kill, A (1996)",3.70,1996
633,American Buffalo (1996),3.16,1996
634,Alaska (1996),3.23,1996
635,Fled (1996),2.87,1996
636,Kazaam (1996),1.83,1996
637,Larger Than Life (1996),2.76,1996
638,"Very Brady Sequel, A (1996)",2.63,1996
639,Kaspar Hauser (1993),3.81,1993
640,"Adventures of Pinocchio, The (1996)",3.17,1996
641,Joe's Apartment (1996),2.68,1996
642,"First Wives Club, The (1996)",3.09,1996
643,Ransom (1996),3.46,1996
644,High School High (1996),2.73,1996
645,Foxfire (1996),3.18,1996
646,Chain Reaction (1996),2.91,1996
647,Matilda (1996),3.43,1996
648,Emma (1996),3.80,1996
649,"Crow: City of Angels, The (1996)",2.73,1996
650,House Arrest (1996),2.70,1996
651,"Eyes Without a Face (Yeux sans visage, Les) (1959)",3.69,1959
652,Tales from the Crypt Presents: Bordello of Blood (1996),2.77,1996
653,Flirt (1995),3.49,1995
654,"Spitfire Grill, The (1996)",3.67,1996
655,Escape from L.A. (1996),2.73,1996
656,Cyclo (Xich lo) (1995),3.53,1995
657,Basquiat (1996),3.50,1996
658,Tin Cup (1996),3.19,1996
659,"Godfather, The (1972)",4.36,1972
660,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",3.53,1994
661,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992),3.45,1992
662,Manny & Lo (1996),3.61,1996
663,Bound (1996),3.73,1996
664,Carpool (1996),2.35,1996
665,Kansas City (1996),3.10,1996
666,Gone Fishin' (1997),2.24,1997
667,Nothing to Lose (1994),3.42,1994
668,Supercop 2 (Project S) (Chao ji ji hua) (1993),2.67,1993
669,"Relic, The (1997)",2.82,1997
670,"Island of Dr. Moreau, The (1996)",2.48,1996
671,First Kid (1996),2.85,1996
672,"Trigger Effect, The (1996)",3.00,1996
673,Bogus (1996),2.67,1996
674,Bulletproof (1996),3.08,1996
675,Land Before Time III: The Time of the Great Giving (1995),2.31,1995
676,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995),2.59,1995
677,Twelfth Night (1996),3.73,1996
678,Mother Night (1996),3.66,1996
679,Wild Reeds (Les roseaux sauvages) (1994),3.68,1994
680,For Whom the Bell Tolls (1943),3.66,1943
681,"Philadelphia Story, The (1940)",4.17,1940
682,Singin' in the Rain (1952),4.08,1952
683,"American in Paris, An (1951)",3.81,1951
684,Funny Face (1957),3.62,1957
685,Breakfast at Tiffany's (1961),3.85,1961
686,Vertigo (1958),4.15,1958
687,Rear Window (1954),4.27,1954
688,It Happened One Night (1934),4.17,1934
689,Gaslight (1944),4.03,1944
690,"Gay Divorcee, The (1934)",3.93,1934
691,North by Northwest (1959),4.23,1959
692,"Apartment, The (1960)",4.05,1960
693,Some Like It Hot (1959),4.08,1959
694,Charade (1963),4.07,1963
695,Casablanca (1942),4.26,1942
696,"Maltese Falcon, The (1941)",4.19,1941
697,My Fair Lady (1964),3.91,1964
698,Sabrina (1954),3.91,1954
699,Roman Holiday (1953),4.08,1953
700,"Little Princess, The (1939)",3.61,1939
701,Meet Me in St. Louis (1944),3.74,1944
702,"Wizard of Oz, The (1939)",3.98,1939
703,Gone with the Wind (1939),3.82,1939
704,My Favorite Year (1982),3.79,1982
705,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),4.26,1950
706,Citizen Kane (1941),4.13,1941
707,2001: A Space Odyssey (1968),3.96,1968
708,All About Eve (1950),4.20,1950
709,"Women, The (1939)",3.96,1939
710,Rebecca (1940),4.12,1940
711,Foreign Correspondent (1940),3.86,1940
712,Notorious (1946),4.20,1946
713,Spellbound (1945),3.91,1945
714,"Affair to Remember, An (1957)",3.83,1957
715,To Catch a Thief (1955),4.03,1955
716,Father of the Bride (1950),3.46,1950
717,"Band Wagon, The (1953)",3.76,1953
718,Ninotchka (1939),4.01,1939
719,Love in the Afternoon (1957),3.68,1957
720,Gigi (1958),3.61,1958
721,"Adventures of Robin Hood, The (1938)",3.90,1938
722,"Mark of Zorro, The (1940)",3.58,1940
723,Laura (1944),4.11,1944
724,"Ghost and Mrs. Muir, The (1947)",3.81,1947
725,Lost Horizon (1937),3.82,1937
726,Top Hat (1935),4.06,1935
727,To Be or Not to Be (1942),3.96,1942
728,My Man Godfrey (1936),4.07,1936
729,Giant (1956),3.74,1956
730,East of Eden (1955),3.92,1955
731,"Thin Man, The (1934)",4.18,1934
732,His Girl Friday (1940),4.15,1940
733,Around the World in 80 Days (1956),3.49,1956
734,It's a Wonderful Life (1946),4.06,1946
735,Mr. Smith Goes to Washington (1939),4.03,1939
736,Bringing Up Baby (1938),4.06,1938
737,Penny Serenade (1941),3.48,1941
738,Of Human Bondage (1934),3.72,1934
739,Little Lord Fauntleroy (1936),3.36,1936
740,"Inspector General, The (1949)",3.57,1949
741,Angel and the Badman (1947),3.41,1947
742,"39 Steps, The (1935)",4.00,1935
743,Night of the Living Dead (1968),3.63,1968
744,"African Queen, The (1951)",4.10,1951
745,Beat the Devil (1953),3.54,1953
746,Cat on a Hot Tin Roof (1958),3.95,1958
747,Meet John Doe (1941),3.85,1941
748,"Farewell to Arms, A (1932)",3.53,1932
749,Picnic (1955),3.66,1955
750,Fly Away Home (1996),3.53,1996
751,Bliss (1997),3.20,1997
752,Grace of My Heart (1996),3.36,1996
753,Maximum Risk (1996),2.73,1996
754,Michael Collins (1996),3.56,1996
755,"Rich Man's Wife, The (1996)",2.71,1996
756,Big Night (1996),4.01,1996
757,Last Man Standing (1996),3.00,1996
758,Set It Off (1996),3.20,1996
759,2 Days in the Valley (1996),3.29,1996
760,Extreme Measures (1996),3.14,1996
761,"Glimmer Man, The (1996)",2.69,1996
762,D3: The Mighty Ducks (1996),2.45,1996
763,"Chamber, The (1996)",3.24,1996
764,"Apple Dumpling Gang, The (1975)",2.94,1975
765,"Davy Crockett, King of the Wild Frontier (1955)",3.33,1955
766,Escape to Witch Mountain (1975),3.14,1975
767,"Love Bug, The (1969)",3.07,1969
768,Herbie Rides Again (1974),2.74,1974
769,Old Yeller (1957),3.56,1957
770,"Parent Trap, The (1961)",3.42,1961
771,Pollyanna (1960),3.37,1960
772,Homeward Bound: The Incredible Journey (1993),3.26,1993
773,"Shaggy Dog, The (1959)",3.12,1959
774,Swiss Family Robinson (1960),3.51,1960
775,That Darn Cat! (1965),3.08,1965
776,"20,000 Leagues Under the Sea (1954)",3.55,1954
777,Cool Runnings (1993),3.24,1993
778,Angels in the Outfield (1994),2.83,1994
779,Cinderella (1950),3.58,1950
780,Winnie the Pooh and the Blustery Day (1968),3.76,1968
781,"Three Caballeros, The (1945)",3.18,1945
782,"Sword in the Stone, The (1963)",3.56,1963
783,Robin Hood: Prince of Thieves (1991),3.28,1991
784,Mary Poppins (1964),3.73,1964
785,Dumbo (1941),3.49,1941
786,Pete's Dragon (1977),3.08,1977
787,Bedknobs and Broomsticks (1971),3.33,1971
788,Alice in Wonderland (1951),3.63,1951
789,"Fox and the Hound, The (1981)",3.43,1981
790,Freeway (1996),3.54,1996
791,"Sound of Music, The (1965)",3.80,1965
792,Die Hard (1988),3.93,1988
793,"Lawnmower Man, The (1992)",2.73,1992
794,Secrets & Lies (1996),4.06,1996
795,That Thing You Do! (1996),3.45,1996
796,To Gillian on Her 37th Birthday (1996),3.02,1996
797,Surviving Picasso (1996),3.33,1996
798,Beautiful Thing (1996),3.99,1996
799,"Long Kiss Goodnight, The (1996)",3.43,1996
800,"Ghost and the Darkness, The (1996)",3.41,1996
801,Looking for Richard (1996),3.77,1996
802,Trees Lounge (1996),3.57,1996
803,Get on the Bus (1996),3.49,1996
804,Shadow Conspiracy (1997),2.72,1997
805,Jude (1996),3.46,1996
806,Everyone Says I Love You (1996),3.44,1996
807,William Shakespeare's Romeo + Juliet (1996),3.58,1996
808,Swingers (1996),3.86,1996
809,Sleepers (1996),3.64,1996
810,Aladdin and the King of Thieves (1996),3.07,1996
811,Shall We Dance (1937),3.99,1937
812,Crossfire (1947),3.67,1947
813,"Murder, My Sweet (1944)",3.95,1944
814,Willy Wonka & the Chocolate Factory (1971),3.71,1971
815,"Innocents, The (1961)",3.83,1961
816,Sleeper (1973),3.87,1973
817,Bananas (1971),3.74,1971
818,"Fish Called Wanda, A (1988)",3.85,1988
819,Monty Python's Life of Brian (1979),3.98,1979
820,Victor/Victoria (1982),3.52,1982
821,"Candidate, The (1972)",3.64,1972
822,"Great Race, The (1965)",3.46,1965
823,Bonnie and Clyde (1967),3.89,1967
824,"Old Man and the Sea, The (1958)",3.66,1958
825,Dial M for Murder (1954),4.04,1954
826,Madame Butterfly (1995),3.40,1995
827,Dirty Dancing (1987),3.21,1987
828,Reservoir Dogs (1992),4.09,1992
829,Platoon (1986),3.92,1986
830,Weekend at Bernie's (1989),2.78,1989
831,Basic Instinct (1992),3.34,1992
832,"Doors, The (1991)",3.35,1991
833,"Crying Game, The (1992)",3.66,1992
834,Glengarry Glen Ross (1992),3.86,1992
835,Sophie's Choice (1982),3.93,1982
836,E.T. the Extra-Terrestrial (1982),3.75,1982
837,"Christmas Carol, A (1938)",3.84,1938
838,Days of Thunder (1990),2.84,1990
839,Top Gun (1986),3.41,1986
840,Rebel Without a Cause (1955),3.81,1955
841,"Streetcar Named Desire, A (1951)",4.01,1951
842,Children of the Corn IV: The Gathering (1996),2.33,1996
843,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),3.97,1996
844,Palookaville (1996),3.41,1996
845,"Associate, The (1996)",3.19,1996
846,"Funeral, The (1996)",3.23,1996
847,"People vs. Larry Flynt, The (1996)",3.57,1996
848,On Golden Pond (1981),3.69,1981
849,"Return of the Pink Panther, The (1975)",3.64,1975
850,Drop Dead Fred (1991),2.63,1991
851,"Abyss, The (1989)",3.66,1989
852,"Fog, The (1980)",3.00,1980
853,Escape from New York (1981),3.38,1981
854,"Howling, The (1980)",3.21,1980
855,Jean de Florette (1986),4.14,1986
856,Manon of the Spring (Manon des sources) (1986),4.08,1986
857,Private Benjamin (1980),3.09,1980
858,Monty Python and the Holy Grail (1975),4.17,1975
859,When We Were Kings (1996),4.16,1996
860,Wallace & Gromit: The Wrong Trousers (1993),4.18,1993
861,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",3.90,1982
862,Faust (1994),3.68,1994
863,"Tin Drum, The (Blechtrommel, Die) (1979)",3.80,1979
864,"Ruling Class, The (1972)",3.80,1972
865,Dear God (1996),2.93,1996
866,American Dream (1990),3.86,1990
867,Bob Roberts (1992),3.72,1992
868,Cinema Paradiso (Nuovo cinema Paradiso) (1989),4.15,1989
869,"Cook the Thief His Wife & Her Lover, The (1989)",3.42,1989
870,Delicatessen (1991),3.98,1991
871,"Double Life of Veronique, The (Double Vie de Véronique, La) (1991)",3.89,1991
872,Enchanted April (1992),3.86,1992
873,Paths of Glory (1957),4.23,1957
874,"Grifters, The (1990)",3.72,1990
875,Hear My Song (1991),3.77,1991
876,"English Patient, The (1996)",3.63,1996
877,Mediterraneo (1991),3.76,1991
878,My Left Foot (1989),3.90,1989
879,"Sex, Lies, and Videotape (1989)",3.54,1989
880,Passion Fish (1992),3.67,1992
881,Strictly Ballroom (1992),3.83,1992
882,"Thin Blue Line, The (1988)",4.13,1988
883,Tie Me Up! Tie Me Down! (¡Átame!) (1990),3.50,1990
884,Madonna: Truth or Dare (1991),2.90,1991
885,Paris Is Burning (1990),3.92,1990
886,One Flew Over the Cuckoo's Nest (1975),4.25,1975
887,Cheech and Chong's Up in Smoke (1978),3.42,1978
888,Star Wars: Episode V - The Empire Strikes Back (1980),4.19,1980
889,"Princess Bride, The (1987)",4.18,1987
890,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),4.22,1981
891,Brazil (1985),4.03,1985
892,Aliens (1986),4.01,1986
893,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",4.12,1966
894,Withnail & I (1987),3.84,1987
895,12 Angry Men (1957),4.22,1957
896,Lawrence of Arabia (1962),4.16,1962
897,"Clockwork Orange, A (1971)",4.00,1971
898,To Kill a Mockingbird (1962),4.19,1962
899,Apocalypse Now (1979),4.11,1979
900,Once Upon a Time in the West (C'era una volta il West) (1968),4.13,1968
901,Star Wars: Episode VI - Return of the Jedi (1983),4.00,1983
902,"Wings of Desire (Himmel über Berlin, Der) (1987)",4.02,1987
903,"Third Man, The (1949)",4.25,1949
904,Goodfellas (1990),4.18,1990
905,Alien (1979),4.04,1979
906,Army of Darkness (1993),3.73,1993
907,"Big Blue, The (Grand bleu, Le) (1988)",3.84,1988
908,Ran (1985),4.17,1985
909,"Killer, The (Die xue shuang xiong) (1989)",4.07,1989
910,Psycho (1960),4.08,1960
911,"Blues Brothers, The (1980)",3.80,1980
912,"Godfather: Part II, The (1974)",4.28,1974
913,Full Metal Jacket (1987),4.03,1987
914,"Grand Day Out with Wallace and Gromit, A (1989)",4.07,1989
915,Henry V (1989),4.12,1989
916,Amadeus (1984),4.07,1984
917,"Quiet Man, The (1952)",3.92,1952
918,Once Upon a Time in America (1984),3.95,1984
919,Raging Bull (1980),4.08,1980
920,Annie Hall (1977),4.08,1977
921,"Right Stuff, The (1983)",3.95,1983
922,Stalker (1979),4.02,1979
923,"Boot, Das (Boat, The) (1981)",4.14,1981
924,"Sting, The (1973)",4.17,1973
925,Harold and Maude (1971),4.00,1971
926,Trust (1990),4.04,1990
927,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",4.10,1957
928,Local Hero (1983),3.97,1983
929,"Terminator, The (1984)",3.90,1984
930,Dead Alive (Braindead) (1992),3.72,1992
931,Glory (1989),3.97,1989
932,Rosencrantz and Guildenstern Are Dead (1990),3.93,1990
933,Manhattan (1979),4.07,1979
934,Miller's Crossing (1990),3.98,1990
935,Dead Poets Society (1989),3.89,1989
936,"Graduate, The (1967)",4.07,1967
937,Touch of Evil (1958),4.18,1958
938,"Femme Nikita, La (Nikita) (1990)",3.88,1990
939,"Bridge on the River Kwai, The (1957)",4.11,1957
940,8 1/2 (8½) (1963),4.05,1963
941,Chinatown (1974),4.20,1974
942,"Day the Earth Stood Still, The (1951)",3.94,1951
943,"Treasure of the Sierra Madre, The (1948)",4.16,1948
944,Bad Taste (1987),3.46,1987
945,Duck Soup (1933),4.13,1933
946,Better Off Dead... (1985),3.84,1985
947,"Shining, The (1980)",4.01,1980
948,Stand by Me (1986),4.00,1986
949,M (1931),4.19,1931
950,Evil Dead II (Dead by Dawn) (1987),3.77,1987
951,"Great Escape, The (1963)",4.14,1963
952,"Deer Hunter, The (1978)",3.99,1978
953,Diva (1981),4.02,1981
954,Groundhog Day (1993),3.87,1993
955,Unforgiven (1992),3.99,1992
956,"Manchurian Candidate, The (1962)",4.13,1962
957,Pump Up the Volume (1990),3.50,1990
958,Arsenic and Old Lace (1944),4.05,1944
959,Back to the Future (1985),3.92,1985
960,Fried Green Tomatoes (1991),3.74,1991
961,Patton (1970),4.04,1970
962,Down by Law (1986),4.03,1986
963,Akira (1988),3.86,1988
964,Highlander (1986),3.62,1986
965,Cool Hand Luke (1967),4.11,1967
966,Cyrano de Bergerac (1990),3.80,1990
967,Young Frankenstein (1974),4.00,1974
968,Night on Earth (1991),3.83,1991
969,Raise the Red Lantern (Da hong deng long gao gao gua) (1991),4.14,1991
970,"Great Dictator, The (1940)",4.07,1940
971,Fantasia (1940),3.74,1940
972,High Noon (1952),4.08,1952
973,"Big Sleep, The (1946)",4.21,1946
974,Heathers (1989),3.76,1989
975,Somewhere in Time (1980),3.57,1980
976,Ben-Hur (1959),3.83,1959
977,This Is Spinal Tap (1984),4.03,1984
978,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983),3.94,1983
979,Some Kind of Wonderful (1987),3.54,1987
980,Indiana Jones and the Last Crusade (1989),4.01,1989
981,Being There (1979),3.99,1979
982,Gandhi (1982),3.99,1982
983,"Unbearable Lightness of Being, The (1988)",3.68,1988
984,"Room with a View, A (1986)",3.94,1986
985,Real Genius (1985),3.66,1985
986,Pink Floyd: The Wall (1982),3.69,1982
987,"Killing Fields, The (1984)",4.09,1984
988,My Life as a Dog (Mitt liv som hund) (1985),4.03,1985
989,Forbidden Planet (1956),3.87,1956
990,Field of Dreams (1989),3.65,1989
991,"Man Who Would Be King, The (1975)",4.04,1975
992,Butch Cassidy and the Sundance Kid (1969),4.05,1969
993,"Paris, Texas (1984)",3.86,1984
994,Until the End of the World (Bis ans Ende der Welt) (1991),3.59,1991
995,When Harry Met Sally... (1989),3.84,1989
996,Hype! (1996),3.55,1996
997,Female Perversions (1996),3.52,1996
998,I'm Not Rappaport (1996),3.20,1996
999,Alien³ (a.k.a. Alien 3) (1992),3.09,1992
1000,"American Werewolf in London, An (1981)",3.56,1981
1001,Amityville 1992: It's About Time (1992),1.70,1992
1002,Amityville 3-D (1983),1.60,1983
1003,Amityville: A New Generation (1993),1.69,1993
1004,Amityville II: The Possession (1982),1.97,1982
1005,"Amityville Horror, The (1979)",2.91,1979
1006,"Amityville Curse, The (1990)",1.82,1990
1007,Blood for Dracula (Andy Warhol's Dracula) (1974),2.75,1974
1008,April Fool's Day (1986),2.81,1986
1009,Audrey Rose (1977),2.91,1977
1010,"Believers, The (1987)",3.02,1987
1011,"Birds, The (1963)",3.75,1963
1012,"Blob, The (1958)",3.12,1958
1013,Body Parts (1991),2.30,1991
1014,"Body Snatcher, The (1945)",3.48,1945
1015,Dracula (Bram Stoker's Dracula) (1992),3.43,1992
1016,"Bride of Frankenstein, The (Bride of Frankenstein) (1935)",3.74,1935
1017,Burnt Offerings (1976),2.87,1976
1018,Candyman (1992),2.95,1992
1019,Cape Fear (1991),3.54,1991
1020,Cape Fear (1962),3.79,1962
1021,Carrie (1976),3.45,1976
1022,Cat People (1982),3.01,1982
1023,"Nightmare on Elm Street, A (1984)",3.27,1984
1024,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",3.90,1922
1025,"Omen, The (1976)",3.56,1976
1026,Blood and Wine (Blood & Wine) (1996),3.04,1996
1027,Albino Alligator (1996),3.01,1996
1028,"Mirror Has Two Faces, The (1996)",3.18,1996
1029,Breaking the Waves (1996),3.84,1996
1030,Nightwatch (1997),3.11,1997
1031,Star Trek: First Contact (1996),3.66,1996
1032,Shine (1996),3.87,1996
1033,Sling Blade (1996),4.02,1996
1034,Jingle All the Way (1996),2.57,1996
1035,Paradise Lost: The Child Murders at Robin Hood Hills (1996),4.08,1996
1036,"Preacher's Wife, The (1996)",3.10,1996
1037,Ridicule (1996),3.84,1996
1038,"Crucible, The (1996)",3.40,1996
1039,101 Dalmatians (1996),3.08,1996
1040,Die Hard 2 (1990),3.42,1990
1041,Star Trek: The Motion Picture (1979),3.08,1979
1042,Star Trek VI: The Undiscovered Country (1991),3.30,1991
1043,Star Trek V: The Final Frontier (1989),2.83,1989
1044,Star Trek II: The Wrath of Khan (1982),3.70,1982
1045,Star Trek III: The Search for Spock (1984),3.25,1984
1046,Star Trek IV: The Voyage Home (1986),3.49,1986
1047,Batman Returns (1992),3.09,1992
1048,Young Guns (1988),3.29,1988
1049,Young Guns II (1990),2.97,1990
1050,Grease (1978),3.31,1978
1051,Grease 2 (1982),1.96,1982
1052,Marked for Death (1990),2.74,1990
1053,Under Siege (1992),3.13,1992
1054,Jaws (1975),3.81,1975
1055,Jaws 2 (1978),2.58,1978
1056,Jaws 3-D (1983),1.85,1983
1057,My Fellow Americans (1996),3.26,1996
1058,Mars Attacks! (1996),2.96,1996
1059,Citizen Ruth (1996),3.63,1996
1060,Jerry Maguire (1996),3.62,1996
1061,Raising Arizona (1987),3.89,1987
1062,Tin Men (1987),3.37,1987
1063,Sneakers (1992),3.64,1992
1064,Bastard Out of Carolina (1996),3.56,1996
1065,In Love and War (1996),3.15,1996
1066,Marvin's Room (1996),3.42,1996
1067,Ghosts of Mississippi (1996),3.54,1996
1068,Night Falls on Manhattan (1996),3.23,1996
1069,Beavis and Butt-Head Do America (1996),2.97,1996
1070,"Judgement in Stone, A (Cérémonie, La) (1995)",3.60,1995
1071,Scream (1996),3.28,1996
1072,"Last of the Mohicans, The (1992)",3.72,1992
1073,Michael (1996),3.06,1996
1074,"Evening Star, The (1996)",3.03,1996
1075,Hamlet (1996),3.79,1996
1076,Some Mother's Son (1996),3.74,1996
1077,"Whole Wide World, The (1996)",3.55,1996
1078,Mother (1996),3.44,1996
1079,"Thieves (Voleurs, Les) (1996)",3.56,1996
1080,Evita (1996),3.16,1996
1081,"Portrait of a Lady, The (1996)",3.09,1996
1082,Walkabout (1971),3.88,1971
1083,Murder at 1600 (1997),3.06,1997
1084,Fierce Creatures (1997),3.21,1997
1085,Turbulence (1997),2.58,1997
1086,Angel Baby (1995),3.44,1995
1087,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996),3.30,1996
1088,Beverly Hills Ninja (1997),2.57,1997
1089,Metro (1997),2.87,1997
1090,"Cement Garden, The (1993)",3.67,1993
1091,Dante's Peak (1997),2.82,1997
1092,Meet Wally Sparks (1997),2.31,1997
1093,Amos & Andrew (1993),2.79,1993
1094,Benny & Joon (1993),3.54,1993
1095,Prefontaine (1997),3.35,1997
1096,McHale's Navy (1997),2.32,1997
1097,Kolya (Kolja) (1996),4.01,1996
1098,Gridlock'd (1997),3.28,1997
1099,Waiting for Guffman (1996),3.94,1996
1100,Prisoner of the Mountains (Kavkazsky plennik) (1996),3.73,1996
1101,"Beautician and the Beast, The (1997)",2.43,1997
1102,SubUrbia (1997),3.20,1997
1103,"Pest, The (1997)",2.24,1997
1104,Fools Rush In (1997),3.11,1997
1105,Absolute Power (1997),3.34,1997
1106,That Darn Cat (1997),2.60,1997
1107,Vegas Vacation (National Lampoon's Las Vegas Vacation) (1997),2.77,1997
1108,That Old Feeling (1997),3.09,1997
1109,Lost Highway (1997),3.67,1997
1110,Rosewood (1997),3.52,1997
1111,Donnie Brasco (1997),3.80,1997
1112,Booty Call (1997),2.59,1997
1113,City of Industry (1997),3.04,1997
1114,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),2.52,1997
1115,Kama Sutra: A Tale of Love (1996),3.08,1996
